tournamentId,tournamentName,blackPlayerId,blackPlayerName,whitePlayerId,whitePlayerName,blackScore,blackTheoreticalScore,transcript
222,Antwerpen Open,2135,Reunes Nick,2060,Peperkamp Marcel,33,26,f5d6c5f4e3c6d3f6e6d7g4c4g5c3f7g6e7d2c8f2c7f3h5d8e8g3e2h4f1e1c1g1h3g2b6b5a5g8b3b7f8b8b4a4a6a7a3a2b2a1c2h7h6h2b1d1g7h8h1a8
222,Antwerpen Open,1935,Vaes Dimitri,1971,Schotte Tom,44,22,f5f6e6f4g5e7f7d6d7e8d8c8c6c7c5b5a5b6a6g4c4b3d3b4c3a4a2a7e3g3h4h3h2f3g6h6g2f8h5h1e2f2d2c1e1d1g7g8h8h7c2f1b8b1g1b7a1b2a3a8
222,Antwerpen Open,2618,Van Damme Brecht,1971,Schotte Tom,32,42,f5f6e6f4e3c5c4e7c6e2f2d2f7d6g5g6c7h5f8d8d7c8e8g8f3b8d3g4e1d1c1f1g1b6b5b3b4c2a6c3g3a3h3h4h6a4b1a5b2a7b7h2g2h7g7h8a1a2h1a8
222,Antwerpen Open,2004,Fransen Martin,1971,Schotte Tom,28,32,f5f6e6f4g6c5g4g5h4h3f3h5d6e3c6d3e2d2b5g3f2f1e1d1h6c4h2g1b3b4a3c7d7a5a4c3a6b6b2c2c1e8c8g2h1e7f8d8f7a1a7b7a8b8b1h7g7a2h8g8
222,Antwerpen Open,1971,Schotte Tom,2544,Helmes Jiska,45,33,f5d6c3g5c6b6f6e7g6f4h5f3e3g3f7h4g4h6e6d2c5f8d7d3h2c8c7f2e8b3e2b4b5a5c4c2a6f1e1h3h7d8a4a3a2b2a7d1a1b7b1c1g1g7h8g8b8g2h1a8
222,Antwerpen Open,1971,Schotte Tom,1448,van de Zande Josber,21,34,f5d6c3d3c4f4f6g5e3e2f2d2g4f3e6b3h4c6c5b5d7c7b6e8a5a4b4a6g3f1c2e7f8g6d8c8b8h6h5f7a2d1h7h3h2g7c1a3a7e1g2b1b7a8h8g8b2a1g1h1
222,Antwerpen Open,1998,de Boer Rosalinde,1971,Schotte Tom,26,37,f5f6e6f4e3c5g5g3g4f3c4d6g6c6d3h6b5h3c7b6d7d8c8a5b4b8e7e8f2f1h4h5g2d2c2e2c3a4b3f8e1f7a7a3b7g1h1h2h7a8a6g7b2b1c1d1a2a1g8h8
116,Australian National,2351,Fu Amy,1728,Vinar Matt,24,20,f5d6c4d3c3f4f6g5f3g6e6d7e3e7h5g3g4h3h4h6f7c5b5e8c6c7g8f8d8c8g7b6a6f2e2d1g2b4g1c2a3d2f1e1b3b2b8h8h7a8a1a2b1c1h2h1b7a7a5a4
116,Australian National,1728,Vinar Matt,2351,Fu Amy,45,39,f5d6c3d3c4f4f6f3e6c6c5e7d7b5b4g5f8f7a5e8d8c8b8c7b6a3e3a4a6a7g8e2c2f2g4g3e1d1c1d2h6g6h7g7b3b1a1b7h8a2a8b2f1g1h1g2h3h2h5h4
116,Australian National,1733,Cairns Phil,1728,Vinar Matt,27,28,f5d6c5f4d3e3g4g5e6f6e2b5c6b6h5f3f7g6e7c4c3h6h4g3h7d7b3b4c8e8a5e1f8c7d2a6a7f2d1h3h2c1f1g1c2g8b8b1b7a4a3a8d8a2h8g7g2h1b2a1
116,Australian National,1233,Hubbard Paul,1728,Vinar Matt,15,20,f5f6e6f4g5d6e7g6c5c4d7f7g3h4f8f2e3d3g4e8d8h3h6e2c3f3d2h5e1h7f1c6b5c7g8b6a6b7a8b4a3c2b3c1d1g1g2b1b2a7a5a1c8b8g7h8a2a4h2h1
116,Australian National,1728,Vinar Matt,3094,Milankov Samuel,55,53,f5d6c3f4f6f3d3d2e3b4g4h4g5e2f2g3c1e6g6f7h3c4d1f1c2h2e1b1h5h6c5b6c6c7b7a7a8b8a6b5a5a4a3b2b3g2c8d8e8a2h1g1f8g7a1g8h7h8e7d7
116,Australian National,1728,Vinar Matt,2605,Nguyen Hongkong,64,64,f5f6e6f4e3d7d3c5c6c3c4b5a6b3b6d2b4f3c7a4c2d6e1d1a3c8c1a2a5b2a1b7b1e2g4g3a7h5g5h4a8f2f1b8g1e8d8e7f7g7h8h2g2h1h3h6
116,Australian National,2602,Hatzi Thomas John,1728,Vinar Matt,0,0,f5d6c5f4d7f6f3e3g3g5d3e2f2g4f1h3g6h6h5h4h2h1f7g2h7h8g1e1c6c7g7f8e6e7e8d8d2b6
116,Australian National,2351,Fu Amy,1733,Cairns Phil,53,60,f5d6c4d3c3b5b4f4c5f6e3d2e6b6c6a4b3c2e2e7a3f1a6c7a5f2f3d7c8g4d8b2a1b7c1a7a8a2b8b1d1f7g8e1f8g6g5e8h6g7h8h7h5h4h3g3h2g2h1g1
116,Australian National,1233,Hubbard Paul,2351,Fu Amy,16,14,f5f6e6f4g5e7f7c5d7h6h4g6h5h3g4f3c3d3c4h7b5c6f2e3g3d6c7f8c2e8d2d8c8h2g8f1g2e2e1h1g1d1c1b1b2a1b4b3a3a2g7h8b8b7a8b6a4a7a6a5
116,Australian National,3094,Milankov Samuel,2351,Fu Amy,15,24,f5f6e6f4e3d6c5f3g4e2g5g6d2c4g3c6e1h5h6h7f7h4d3e7c3c2e8d7c7f1d1f8g1d8b5b3b4b2c1c8a4a3a5h3a2a1b1a6g8h8g7f2h2h1g2b7a7b6b8a8
116,Australian National,2351,Fu Amy,3096,Broom Adrian,63,63,f5d6c4d3c3f3f4g3e6b3g4f6e7d8c6e3f7h3e8f8g6d7h4h5c7g5c5c8h7h6h2g2h1f2g7h8g8f1g1e1d1e2d2c1a3c2b1a2a1b2a4b4b5a5b7a6a8b6a7b8
116,Australian National,2351,Fu Amy,3097,Hubbard Christopher,60,64,f5f4e3f6e6d3f3d2c4d7e2f2c1d6f1c6g1b3g3c3c5b5a3h2g4h3b4a2a1a4a5g2g6b2h1g5h4h6a6d1e1c2h5b6a7b7a8b8c8c7b1d8h7f7e7e8g8g7h8f8
116,Australian National,1731,Cairns Fleur,1733,Cairns Phil,15,21,f5d6c5f4d7g5f3e3g3g4f6e6c4d3h3h4h5g6h6f7f8e7c3e2f2c2e8d8c8g7h8g8d2e1c1h7f1c7c6g2d1b5a5b6a6b7b8b4a4a8h1h2a7b3a2a3b2a1b1g1
116,Australian National,1733,Cairns Phil,1732,Girardo Robert,44,55,f5d6c5f4d3c4e3c3e6c6b4g5f6a4g4h4f3d7g6e7f7d2e2g3f2f1d1h6h3f8c1g1h5c2h7g2b1g7b3a3b2a1e1h2h1a2h8g8b5a5c8c7b8b7a8b6e8d8a6a7
116,Australian National,2605,Nguyen Hongkong,1733,Cairns Phil,64,50,f5d6c5f4d3c3c4f6e6d2e3f3e7b3b4b6b5d8f8c7d7c8f7a4c2e8a5g6b8a6c6c1g5h5g4a3h4g3h3h2g8g7h8b7a8a7b2a2a1b1d1h7h6h1g2
116,Australian National,3095,Harris Sarah,1733,Cairns Phil,9,0,f5d6c5f4d3e3g4g3e6c4b4f6e7f3e2f2g6g5f1d1e1g1h3h5h4h2d2c7d7h6g2c3c2h1b8c8d8c6b6b2a1h7b1f7g7a4b3h8a3b5a5g8f8e8a8b7c1a2a6a7
116,Australian National,1731,Cairns Fleur,1233,Hubbard Paul,22,31,f5f6e6f4e3d3f3d2g5h6e2f1c2g4h5g6e1d1g3d7e7d8e8f8f2f7h3c1c3g1c8b1g8b3d6c4b4h4a3c7h7a5c6b5c5b6a6a4g2g7b2b7a7a8a1a2h1b8h8h2
116,Australian National,1732,Girardo Robert,1233,Hubbard Paul,22,19,f5d6c5f4f3e3c4c3e6f6e2g5d3b5e7f7d7e8c6b6c7b4g4b3f8g6h5d2a5d8a4a3d1c2c1c8b8a6g8f1f2e1g1h3h6g3b2h4g7b1a1a2h2h8a7h7g2h1b7a8
116,Australian National,3094,Milankov Samuel,1233,Hubbard Paul,27,27,f5d6c5f4e3c6d3f3e6f7g5c4e7f8d7e8c8c7b3g4g6f6b5e2b6d2h3d8g8b7c2a4f1e1g3f2a5c3c1b4d1a6a8h4h6b8h5h8a7b2g7h7g2h1a3a1g1h2b1a2
116,Australian National,1233,Hubbard Paul,3095,Harris Sarah,53,48,f5f6e6f4g5d6e7g6e3g4h5e2h3h4g3f3f7e8f2e1h6f8d7c7c8d8g8g7b6b7c6a6f1g2d1d2h1g1h2b8a8d3c5c4c2h7a7b5a5c3a4c1b4b3b1b2a2a3h8a1
116,Australian National,1732,Girardo Robert,1731,Cairns Fleur,36,42,f5f6d3e3f4c3c4g5e6b5g4e7f3h4d2c5d6c6d7e2g3h3c2c1d1e1a5f7e8g6b3a3f1g1f2c8d8f8c7a6a4b6b4g2g8h8h1g7h2h5h6b1b2h7b7b8a1a2a7a8
116,Australian National,1731,Cairns Fleur,2602,Hatzi Thomas John,44,33,f5f6c4f4e6c5b6e3g4d6c6f3f7c3d3e7g5f8d7h6g6h5e8d8h3g3e2c8c7b8f2a6h4h2h7h8g8g7a8f1b5e1g2a5b4h1a7b7a4d2c2c1d1b3a3b2a2a1b1g1
116,Australian National,1732,Girardo Robert,3094,Milankov Samuel,24,44,f5f6e6f4e3d3f3c5c4c3g5g4d2e7b4h6b5f2g3g6h4e2d6c1d7c2e8b3h5h3f7a4e1f8d1f1d8a6g8c6a5a3b6c7c8b7h2h1b2g7h8h7b8b1g2g1a7a8a1a2
116,Australian National,2605,Nguyen Hongkong,1732,Girardo Robert,18,25,f5d6c5f6d3e3f4f3e6c4c6e7g5g4c3b5g3b4a4e2b6d2f2d7d8a5c2h4a3b3a6h5h6e8f7c7b7c8b2d1f1f8h3a1g8h8a2b1g7h7b8h2g2g1h1a7c1a8g6e1
116,Australian National,2605,Nguyen Hongkong,3096,Broom Adrian,50,49,f5f6e6f4d3d6f3f2g4g3g5c6c5c4c3h4e3c2f7f8b5a5c1b4b6a7a6a4a8b3g6g7h2d1h5b1d2e1e2h6h8f1a3c7g8g2c8d7d8b8e8e7b7a2h1b2g1h3a1h7
116,Australian National,3096,Broom Adrian,2602,Hatzi Thomas John,48,28,f5d6c5f4f3e3d3c3b3b4f6f2a5e6c4g3f1e1d1c2b5d2h3c6e2g4c1a3h4g6a4a6g5b6f7e8f8e7h5g8d7a2d8c8g2c7b7h6g7h2b2a7b1a1g1h1b8a8h7h8
293,Azabu Open,6,Murakami Takeshi,3010,Kaneko Kodai,40,28,f5f6e6f4g5e7e3f3d3h6g3c6d6g4h4c5f7g6e8c2h5c4h7e2d1f1d2f2c7c8b5a6b6a5b4c3b7c1e1h2b8g2h3h8h1d7d8g8g1f8b1b2g7a8a2a1a3a4a7b3
293,Azabu Open,6,Murakami Takeshi,2671,Nagamatsu Ryota,36,32,f5d6c3d3c4f4f6f3e6e7d7g6g5c5b6c6b5c7f8e8f7h6d2g4c8g8d8b8e3e2h5h4g3f2f1b4a5a3h3h2a4e1d1c1g2b2g7h7a2b3c2a1b1g1h1a6h8a8b7a7
278,Barrage Nederland,1993,van den Berg Erwin,2173,Helmes Sido,53,46,f5f6e6f4g5e7d7d6f3g6g4f7d8f8h6h5h4h3h2g3e3g7f2f1e2e1d2c2d3c3c5c6c1c4d1b1c7e8c8b8h8h7g8b7a8b5a4a5a6a7b6h1b3b4a3g2g1a2b2a1
278,Barrage Nederland,2173,Helmes Sido,1993,van den Berg Erwin,40,40,f5d6c3d3c4f4f6g5e6f7c6c5g3e3d2d7e7e8f2e2f1b5b4c7f3d1b6e1c1c2g4b3h6g2a3h2h1g1h3a2a1b1b2g6h7g7g8a6h8f8d8c8b8a4a7a8b7a5h5h4
278,Barrage Nederland,1993,van den Berg Erwin,1436,de Graaf Jan C.,18,14,f5d6c3d3c4f4c5b3c2b4e3e6c6f6a5a4b5a6d7c7e7e8d8c8b6a7f7g6a3a2g3f8g7g5h5h8h7h6g8b7a8b8a1h4g4h3g2g1h2f3f2e1b2h1e2f1d1d2c1b1
278,Barrage Nederland,1436,de Graaf Jan C.,1993,van den Berg Erwin,30,32,f5f6e6f4e3c5c4e7c6e2f3d3c3f2e1c2d2c1d1f1g3d6g4g5c7h4d7g6h5f7h6h7h3h2e8b4b5f8g8d8c8a6b3b6a3a4b1a1a2g2h1g1h8g7a7a8b7b2a5b8
278,Barrage Nederland,1993,van den Berg Erwin,2004,Fransen Martin,44,41,f5d6c3d3c4f4c5b3c2e3d2c6b4a3g3f3e6f7b5a4e2c1b6d1e1a7b1f2b2h3f1g4a6a5e7f8g6h5g5g2d7f6e8d8h6h4h1a1a2h7a8g1c8b8h2c7h8g8g7b7
278,Barrage Nederland,2004,Fransen Martin,1993,van den Berg Erwin,14,27,f5f6e6f4g5e7e3f3d3c3f7d7d8f8d6c4g6e8g8h4g4c6c5h3c7b5a4a6b4b6g3b3f2f1e2b8d2h2a3e1g7c1d1h5g2h1h6g1c8h7a8h8a5a2b2b7b1c2a1a7
278,Barrage Nederland,2173,Helmes Sido,1436,de Graaf Jan C.,37,34,f5f6e6f4g5d6d7e7f3g3e3g4c6c5h4h5h6h3h2d3c7d8c8f7e8b6f8g7g6h7h8e2c2g8d2c4d1f1f2b1b3g1a5a6a7b7b4b5a4c3e1a2h1g2a3c1a1b2b8a8
278,Barrage Nederland,1436,de Graaf Jan C.,2173,Helmes Sido,35,41,f5f6e6f4e3c5g5d3d6f7c4e2f2f3g6b3g3g4h4h6h5c7d7c3d1f1g2d8c6b5b6a5f8g7e7g8h8h7e8c8a6a7b8h1d2e1c1h3a3b1a4a2b4b7g1h2a1c2b2a8
278,Barrage Nederland,2173,Helmes Sido,2004,Fransen Martin,38,40,f5d6c3d3c4f4f6f3e6e7c6g6g5h6d8f7d2c5b4b5e3c7d7a3g4h5h3g3f2c8f8c2b3a4c1e2h4e1b6f1a5h2a2e8b8g7h8g8h7a8h1a7d1b1b2a6g1g2a1b7
278,Barrage Nederland,2004,Fransen Martin,2173,Helmes Sido,17,22,f5f6e6f4g5e7f7d6e8h6c6g6g4f8h4d8c5c4d7h5h7c8c7b8d3c3b4d2c2f3g7b3b5e3a4g3f2e2h3f1c1e1d1b1g2a6b6h1g1h2a1a7b2h8b7a8a5a3a2g8
278,Barrage Nederland,1436,de Graaf Jan C.,2004,Fransen Martin,32,39,f5d6c3d3c4b3c6b6d7e8d2e1d1c1b4a5a3f4e3c2c5e2c7f2a6a4b5c8f1g1f3g4g5h6h4e7g3e6h5g6b7h3d8a8a7b8f6g7f7f8h7h8a2a1g8b2b1h1g2h2
278,Barrage Nederland,2004,Fransen Martin,1436,de Graaf Jan C.,35,36,f5d6c3d3c4f4e3f6g5g3c5b4b3c6e6f2g6h5e2f3h4h3g4d1a4b5f1c2e1e7c1d2f7d7h6h7a5a3b6c7a2b2f8e8c8g8a1b1d8b8b7a6a8a7h8g7h2g2h1g1
283,Beijing Open,3026,Feng Ling,2358,Song Yan,28,31,f5d6c3d3c4f4f6f3e6e7d7g6g5c5b6c6b5c7f8e8f7h6d2g4c8b3b4a5d8e2e3a4f1f2a6a7h3h5h4h2g3c1d1b2a1b1a2e1a3c2a8g2h1g1h7g7b7b8h8g8
283,Beijing Open,2915,Zhao Jingtao,3035,Shi Peipei,23,45,f5f6e6f4e3c5g5g4g6h5f3g3d3e7h6h7h4h3f7c2d8f8c4c3d6c6b6d2f2e1f1e2c7a6d7c8d1c1b1b5b8b7a5a4b4b3b2e8g2a8h2h1a7g1a3a2a1g7g8h8
283,Beijing Open,2915,Zhao Jingtao,2358,Song Yan,14,25,f5f6e6f4g5g6g4h6g3f3h5h3h7e7d7d6e3d3c5c4e8f8g8d8c8f7c6b5a5b4c7a6a7h4h2b6f2c3a4d2d1e2f1b7b3e1b8a8g7h8h1c1c2g1g2b2a3a2a1b1
283,Beijing Open,3026,Feng Ling,2915,Zhao Jingtao,33,40,f5d6c3d3c4f4f6g5e6d7e3c5f3e7b6g4c6g3h3f2h6g6c7a6d8e8h5h4c8b5f8b4b3c2d2a3f7g7e2f1g8c1e1d1b7h8h7b8a5a4a8a7a2b2a1b1g1h2h1g2
301,Belarus Championship,3098,Panasiuk Alexander,3099,Lamazki Andrei,33,27,f5d6c3d3c5f4e3c6f3c4b4g5g6g3f6a4d7e6e7f7h4d8e8h5h6f8h3g4b5b3c8b8c7a6a3e2d2d1c1c2e1a2b1b7a8a7a5b6g7g8h8g2f2h7a1b2h2h1g1f1
22,British Nationals,2404,Hand David,22,Leader Imre,43,32,f5d6c3d3c4f4f6f3e6e7d7g6d8c5c6c7g5b5c8b4b6a6e3g3h6f2a3e2b3a4c2c1g4h4d2d1h2f8e8f7g8b2a2h5h3g2h1g1e1f1b1a1a5b7b8a8a7h8g7
22,British Nationals,2404,Hand David,22,Leader Imre,29,29,f5d6c3d3c4f4f6f3e6e7d7g6d8c5c6c7g5b5c8b4b6a6e3g3g4f7e2e8f8h4h6h5h3f2f1b3b7h7h8a8d2c1c2b1a4e1a3a5d1g1g7a2a7g2a1b2h1h2g8b8
22,British Nationals,94,Handel Michael,22,Leader Imre,20,23,f5d6c4d3e6f4e3f3c6f6g5g6e7h6c3f7g4c5f2h3h5d8e2b3b6b5a5d2c2h4g7d7g8g3f8c7e8c8a4b7h7b4h2h8g2h1g1f1e1d1c1b1a8b8a3b2a2a1a6a7
22,British Nationals,22,Leader Imre,153,Barrass Iain,17,33,f5d6c3d3c4f4f6b5b4g5e3f3g6f7g3f2h6h3c5c6e6e7d7e8c8c7g8g4h4b6d2a3b8c2a6d1a5e2b3f8d8h5h2g7e1c1b1f1g1b2g2a2a4a7b7a8h7h8h1a1
22,British Nationals,22,Leader Imre,179,Turner Ian,37,33,f5d6c3d3c4f4f6f3e6e7d7c5c6g6f8f7g5h6h4b4d2e2b3b5e3b6c7d8b8f2g3g7d1e1c1c2a3b1a6e8c8a5a4b7g1g2h5h3f1h1a8g4h8a7b2g8h2a1a2h7
22,British Nationals,22,Leader Imre,2701,Lightman Marie,42,45,f5d6c3f4f6g5e6e7c5d7g3f3g4e3f7c4c6h4h5h6h3h2d3e2d2c1c8b5f8b4g6c7f2d8e1f1g1b8e8g8g7h8h7g2h1b6a5a3a4a7a2d1c2b1b2b7a8a6b3a1
22,British Nationals,22,Leader Imre,168,Arnold Roy,64,64,f5f6e6f4g5e7f7c5f3g3h3h5g4g6h4h6h7f2e8d7e1d8e2f8e3f1g1d1c1d3d2g2c2c3h1g7h2b1a1b2b3c4a2a3d6c6b4a4c7b8c8g8b7b6b5a5
22,British Nationals,22,Leader Imre,2649,Dexter Helen,40,35,f5d6c3d3c4f4f6f3e6e7d7g6f8f7g5h6h4g4h3g3h5h2d2e8d8c5c6b5e3b4b3c2a4a6f2d1a5a3e2e1g8c7b2g7h8h7g1a1h1a2g2f1c1b6b1c8b8b7a7a8
22,British Nationals,188,Marson Phil,22,Leader Imre,19,19,f5d6c5f4e3c6d3f6e6d7g4c4g6g5h6g3b4b3b5h3f7f3e7h5b6c7f2f8e8d8g7a6c8b8a2a5a4b7a8a7g8a3g2h2h4h1e2a1g1b2b1h7h8c2c3f1d1c1e1d2
22,British Nationals,415,Stephenson Ken,22,Leader Imre,16,24,f5d6c3d3c4f4f6f3g4g3e3e2f2g6c6e6g5h5h4f1e7f7c5h6h7d8d1d2c1c2b1b5b4d7c8b6c7e8f8g2a4b7a5a7a6a8b8h3h1h8h2g8g1e1g7b3a3a2b2a1
22,British Nationals,2404,Hand David,153,Barrass Iain,39,40,f5d6c3d3c4f4f6b5c6e6b4g5g6e3c5d7g3g4d2b6h5f7a5d1e2c2b3f3f1h4h6h3e1h7f2g1b1a6a7a4a3g2h1c1h2a1h8a2b2a8g8e8g7e7f8d8c8b8c7b7
22,British Nationals,2404,Hand David,179,Turner Ian,38,33,f5d6c3d3c4f4f6f3e6e7d7c5b6b5e3g5c6b4f7c7a4e8d8a5f8a3a6a7g6h6g4f2d2h5h3g3h2h4h7c2e2d1e1g7b7f1g2b8a8c8a2h1g1h8g8b3b2a1b1c1
22,British Nationals,2404,Hand David,2701,Lightman Marie,40,49,f5d6c3d3c4f4f6g5e6c5f3e3g4f7e7g6h6b4e2d2d7h5h4f8c1c8c2d1e1f1g1f2h7g7a4g3h8g8c7b3e8a3a5a6b5b6c6b7g2h1h3b1a8h2a7b8d8b2a2a1
22,British Nationals,168,Arnold Roy,2404,Hand David,20,20,f5d6c5f4e3c6e6f7f3c4b5d3b4c3b6f6e7g5g6g4h6c7d7e8d8f8g8h4h3h5e2c2c1f2g3e1d2d1f1a3b3a6a5a4b7a2b2b8h7h8g7c8a8a1b1g1g2h2h1a7
22,British Nationals,2649,Dexter Helen,2404,Hand David,14,32,f5d6c3d3c4f4f6g5e6c5f3b5b4e3g4f7g6g3d2f2e2h4h3h2f1h7a6c1c2e1f8e7c6a3a5b6e8d7d8d1b1g2c7b7h5h6g7h8g8c8a7b8h1g1a1b2b3a8a2a4
22,British Nationals,2404,Hand David,415,Stephenson Ken,43,41,f5d6c3d3c4f4f6f3e6e7d7c5b6d8e3g4f7c6e8b5a6a4a5e2g5h6h5h4g6a7c8c7b8d2f8b4b3a3c2c1b2h7d1e1b1a1a2b7a8g7g8h8h3g3g2f2f1h2g1h1
22,British Nationals,268,Haigh David,2404,Hand David,13,4,f5d6c5f4e3c6f6d3f3c4b4c3c2d2b3e2e6b5d7a4c1e1a3b6c7a2f1d1a6f2b1a1b2g1g2h2h1h3h4g3g4f7g6a5f8g7g8h7h5h8h6e7e8d8b8g5c8a7a8b7
22,British Nationals,153,Barrass Iain,94,Handel Michael,30,36,f5d6c4g5f6f4f3d3e6e3e2f2c3c5g3d7e7g6b6b5g4h3f1b4c6c2d2c1e1b3e8c7d8a6b7h2f7f8g8d1g2b8h4h5a8c8a7h8h6h1g1a5a2b2a4a3a1b1h7g7
22,British Nationals,2649,Dexter Helen,94,Handel Michael,9,14,f5d6c3d3c4f4f6g5e6d7e7c5f3e3g4f8e8f7f2e2d1g6b6h3c6c8c7d8c2g3d2f1h5a6a5a4h6b8g1h1h4h7g8h8b7h2g2a8a7e1b5b4c1g7b3a3a2b2b1a1
22,British Nationals,179,Turner Ian,153,Barrass Iain,39,42,f5d6c5f4d3c4c3d2e2f6e3c6d7b5b4e6c2a3a5d8a6f2f3b3b6e1a4a7f1c1g4g5d1a2h6g3g6h3b1h5c7f7e8f8b7a8g7b8c8e7h7h8g8g1h1b2a1h2g2h4
22,British Nationals,153,Barrass Iain,168,Arnold Roy,46,41,f5d6c4d3c5f4e3c3d2c2e2d1e6f1f3f2e1g5g4e7g3h4b3f6c7b6b5a6b4a5a4d8c6d7a7a2f8f7b8h3g2h2c1b1h1g1g8b2g6c8e8g7h7h5a1a3h8a8b7h6
22,British Nationals,153,Barrass Iain,2649,Dexter Helen,38,38,f5d6c4g5f6f4f3e3e6c5e2e7b5f2d7c6d3g4c7e1g6f7f8e8d8h6g8c2d2c1d1c3g3h3g2b6b4h1b3a6g7h8h7c8a5h5a7a3h4b7a8b8h2g1f1b1a1b2a2a4
